,movie_id,actor,design,happy,music,plot,thrill,touched,vision
335,tt0100157,0.66,0.0,0.47,0.88,0.23,-4.86,0.5,-0.43
336,tt0101507,0.44,0.0,0.57,-1.77,0.59,0.0,0.51,0.01
337,tt0101765,-0.08,0.0,0.0,5.25,0.71,0.0,0.0,1.47
338,tt0102536,-0.25,0.0,9.7,0.48,-0.53,-1.23,0.0,1.69
339,tt0104348,8.06,0.0,1.3,-0.44,7.51,1.01,-0.14,2.44
340,tt0104652,0.64,0.0,3.13,5.15,-1.48,0.24,1.38,0.56
341,tt0104691,1.57,0.0,0.0,6.67,1.71,0.0,0.8,4.44
342,tt0106489,2.95,0.0,0.62,4.45,1.01,0.0,0.62,0.57
343,tt0106977,2.63,-0.45,-0.19,0.0,1.45,4.16,0.0,2.34
344,tt0108037,0.0,0.0,4.22,0.51,0.89,-1.22,1.0,0.0
345,tt0108358,5.09,0.38,1.86,0.57,2.0,0.92,0.83,2.02
346,tt0108550,-0.37,0.0,0.0,0.13,-0.13,0.0,-0.12,-0.5
347,tt0109445,0.53,0.0,8.05,2.81,1.92,0.2,-0.12,1.36
348,tt0116477,1.96,0.0,0.0,-0.7,0.92,0.82,0.77,-0.43
349,tt0119008,-0.8,0.0,0.62,0.78,1.77,0.0,0.0,1.82
350,tt0119174,0.3,0.0,1.59,0.0,5.07,3.38,0.0,-0.3
351,tt0119177,1.42,0.0,0.0,0.18,0.69,0.0,0.0,1.61
352,tt0120338,0.92,0.0,0.92,1.9,0.04,0.79,1.29,1.66
353,tt0120601,1.52,0.0,1.0,0.54,3.48,0.0,0.0,-0.17
354,tt0125659,0.27,0.58,0.52,3.44,4.44,-0.05,0.0,1.94
355,tt0132477,1.22,0.0,0.0,1.25,1.8,0.0,3.49,0.84
356,tt0144117,3.77,0.0,2.49,-0.82,0.06,-0.12,0.0,1.51
357,tt0147612,1.22,0.0,1.0,0.0,1.77,0.19,-0.65,0.0
358,tt0151804,-1.77,0.0,5.77,2.87,4.24,-0.68,0.0,1.72
359,tt0158983,0.46,0.0,5.64,15.51,2.74,-0.51,0.0,0.22
360,tt0162222,-0.03,0.0,0.7,0.27,0.46,-0.78,1.99,1.88
361,tt0190590,4.16,0.6,7.79,8.27,1.3,0.0,0.08,3.49
362,tt0210945,1.01,0.0,1.73,1.63,0.29,-0.86,1.21,3.32
363,tt0240772,1.28,0.0,4.34,0.0,2.59,-0.54,0.0,-0.18
364,tt0243017,0.36,0.0,-0.44,-1.03,-0.08,-0.03,-0.42,3.87
365,tt0245844,0.85,0.9,1.77,0.0,5.17,1.25,0.34,1.18
366,tt0248845,0.0,0.59,0.14,4.44,0.16,0.0,-0.23,1.96
367,tt0286244,0.0,0.0,1.5,4.95,-1.06,0.0,0.64,1.19
368,tt0298845,0.05,0.0,0.62,0.62,0.0,0.0,1.63,0.0
369,tt0318462,4.45,0.0,2.31,5.84,3.56,0.82,1.06,7.19
370,tt0335266,-0.34,0.0,2.14,2.25,0.64,-2.17,0.0,0.91
371,tt0338309,0.89,0.0,-1.79,3.24,0.4,-2.32,-0.32,-0.25
372,tt0372183,1.35,0.25,0.95,1.08,2.62,5.71,0.54,2.16
373,tt0373074,0.36,0.0,4.39,0.0,-0.13,0.0,-0.27,-0.81
374,tt0375679,0.0,0.0,-0.77,0.39,-0.2,0.0,-0.68,0.98
375,tt0389557,2.63,0.0,0.0,0.61,2.75,1.56,0.0,1.08
376,tt0398286,0.0,0.0,5.35,8.67,0.0,0.2,1.21,1.93
377,tt0412080,0.0,0.0,4.07,0.0,1.44,1.31,2.96,2.18
378,tt0414387,2.96,0.0,-0.11,-0.02,2.32,0.0,1.28,0.64
379,tt0418455,1.57,0.0,6.82,1.87,4.41,0.23,0.43,3.41
380,tt0421715,3.16,0.0,1.7,0.47,-0.12,0.0,1.41,2.63
381,tt0425210,2.95,0.0,4.78,0.0,4.34,2.05,0.0,0.38
382,tt0432283,-0.84,0.0,1.39,0.78,0.78,0.89,0.0,3.49
383,tt0449059,1.91,0.0,7.31,0.43,-0.84,-0.76,0.78,2.46
384,tt0457655,3.86,0.0,2.74,2.1,4.02,0.0,0.56,0.97
385,tt0472043,0.88,1.76,1.42,0.82,-0.62,1.68,0.0,5.46
386,tt0499549,1.34,0.0,1.94,2.25,1.15,-0.98,0.65,4.28
387,tt0758742,4.06,0.0,0.0,-0.53,0.94,2.9,0.25,1.39
388,tt0765429,0.29,0.0,0.0,0.3,-0.86,0.35,0.0,1.02
389,tt0780504,1.43,0.0,0.0,3.9,1.62,1.01,1.13,0.77
390,tt0783233,0.91,1.72,-0.54,4.9,1.85,0.53,0.13,1.26
391,tt0808506,0.57,0.0,0.8,6.31,0.0,0.0,3.36,2.06
392,tt0824747,0.94,0.0,0.0,0.36,2.23,-2.57,-1.9,1.28
393,tt0880502,2.41,0.0,0.0,-1.24,3.28,0.0,0.96,2.81
394,tt0914798,2.89,0.0,0.81,0.81,-0.13,-1.34,-3.96,-1.08
395,tt0936501,0.17,0.0,2.59,0.03,1.5,4.89,0.0,1.9
396,tt0964517,4.85,0.42,4.16,0.55,2.66,0.0,0.0,0.0
397,tt1074638,0.62,0.0,-0.39,0.62,-1.52,1.48,0.0,-0.9
398,tt1132620,3.12,0.0,-0.67,-0.15,-0.63,5.2,-0.56,3.1
399,tt1149362,-0.33,1.55,-0.7,0.4,0.0,-3.52,0.0,-0.93
400,tt1170358,0.0,0.82,0.0,-1.49,0.11,0.0,0.0,-1.51
401,tt1216496,1.57,0.0,0.92,0.0,1.59,2.69,0.53,2.43
402,tt1365050,0.77,0.0,0.0,0.74,2.11,-1.61,0.0,1.89
403,tt1490017,0.0,0.0,11.43,0.93,1.58,0.0,0.03,0.0
404,tt1527788,1.5,0.0,1.6,-0.46,1.64,0.34,0.27,0.03
405,tt1535109,1.18,0.0,0.85,-0.38,0.9,3.96,0.0,0.0
406,tt1568346,1.13,0.0,0.0,-1.65,-0.53,3.66,0.2,0.35
407,tt1588170,0.85,0.0,0.75,0.0,-1.96,-3.09,0.0,-3.08
408,tt1590089,0.9,0.0,0.0,0.44,0.86,-1.44,0.0,3.89
409,tt1596363,0.3,0.0,1.31,-0.2,0.88,0.0,-0.48,0.59
410,tt1646971,0.83,0.0,3.3,-1.34,0.36,0.75,0.57,0.51
411,tt1748122,4.39,0.0,1.71,0.64,3.05,-0.92,0.93,4.76
412,tt1754656,0.0,0.0,0.0,2.79,0.51,0.0,1.14,0.98
413,tt1827487,0.42,0.0,1.45,0.0,0.15,-0.32,0.0,8.71
414,tt1843866,0.0,0.0,4.72,0.99,4.27,1.03,0.04,0.83
415,tt1924396,0.0,0.0,1.6,2.51,5.45,0.16,-0.71,3.65
416,tt2013293,-0.18,0.0,0.49,3.74,0.38,0.0,1.05,1.13
417,tt2024519,0.9,0.0,0.0,10.41,1.28,0.0,1.1,2.36
418,tt2194499,0.71,0.0,3.42,2.59,1.98,0.91,5.99,0.0
419,tt2245084,0.0,0.0,2.57,2.41,1.78,0.0,-1.23,0.56
420,tt2278871,0.82,0.0,0.0,0.0,0.72,0.56,0.0,1.78
421,tt2317337,2.65,0.0,4.65,5.01,2.25,0.45,0.84,0.0
422,tt2350496,2.24,0.0,0.27,2.26,0.83,0.0,0.89,0.0
423,tt2358891,3.25,0.0,0.37,4.91,0.42,0.0,-0.79,5.74
424,tt2404461,3.13,0.0,0.0,0.0,-0.69,-0.37,0.0,0.6
425,tt2582496,0.78,0.0,1.5,0.45,1.27,0.0,-0.67,0.3
426,tt3169706,1.7,-0.55,5.06,1.52,1.94,-0.36,3.02,2.53
427,tt3262342,0.75,0.0,0.0,4.74,0.85,0.0,0.68,4.25
428,tt3460252,0.87,0.21,1.3,0.0,-1.59,-0.85,0.67,1.18
429,tt3498820,-0.22,0.0,0.54,0.79,-0.29,-0.74,0.0,0.03
430,tt3748528,2.61,0.0,0.85,0.0,-1.28,-0.36,0.0,0.0
431,tt3841424,0.91,0.0,-0.48,0.0,0.22,-2.28,0.79,1.4
432,tt4034228,-1.09,0.4,-2.35,0.13,-3.36,-0.8,-2.66,3.28
433,tt4302938,1.3,0.0,5.03,8.28,0.23,0.4,1.95,3.3
434,tt4846340,0.0,0.0,0.0,0.95,0.0,0.0,0.0,-0.3
435,tt4901306,2.33,0.0,2.26,-0.32,2.84,0.0,-0.55,0.0
436,tt5186714,-0.59,0.0,0.0,0.0,-0.96,2.28,-0.48,-0.18
437,tt5463162,-0.48,0.0,8.31,0.0,-0.8,-1.02,0.0,0.0
438,tt7668870,2.02,0.0,0.0,0.0,1.49,3.08,-0.69,0.51
439,tt0021884,1.35,-0.45,0.0,0.58,0.4,-4.5,0.51,1.59
440,tt0022913,2.26,0.0,0.83,-1.57,1.61,-7.08,0.17,0.33
441,tt0024216,0.75,0.97,1.32,2.51,1.89,2.37,-0.4,2.96
442,tt0026138,1.15,0.84,0.49,3.95,0.0,3.72,0.0,4.01
443,tt0030341,0.7,0.0,4.37,2.35,4.42,4.56,1.79,1.1
444,tt0031971,-0.18,0.0,0.23,0.96,0.39,0.0,0.0,7.46
445,tt0036342,0.0,0.0,0.0,0.0,1.18,1.22,-0.57,0.4
446,tt0039628,0.99,0.0,1.45,0.95,1.21,-0.59,2.17,0.57
447,tt0040506,1.28,0.0,0.72,0.91,2.09,0.73,0.0,0.95
448,tt0043265,2.98,0.0,5.55,0.0,-0.23,0.15,1.72,3.22
449,tt0049833,0.62,0.7,0.63,1.14,0.96,-0.2,0.0,4.42
450,tt0053472,1.2,0.0,2.02,-1.56,0.7,1.4,-0.51,0.15
451,tt0054331,0.28,0.0,0.88,1.41,0.89,-0.38,1.06,0.51
452,tt0055032,1.25,0.64,0.0,0.0,1.99,0.0,1.97,3.63
453,tt0058385,2.84,1.98,2.57,21.13,0.0,0.0,0.72,3.63
454,tt0060665,3.6,1.64,0.0,0.15,4.65,0.2,0.87,2.71
455,tt0061418,2.13,0.0,0.47,2.27,-0.24,-0.85,0.75,2.7
456,tt0063350,-0.94,0.0,0.0,0.0,-0.07,-7.23,0.0,-0.9
457,tt0064665,1.15,0.0,0.85,3.85,-0.31,0.94,0.14,5.68
458,tt0068361,0.01,-0.3,4.52,0.57,1.72,0.85,0.0,2.09
459,tt0069762,0.34,0.78,1.42,1.78,0.32,-0.92,1.83,0.77
460,tt0071129,-0.57,0.0,3.62,2.35,-0.7,-0.39,0.52,2.13
461,tt0071360,-0.12,0.0,0.42,1.72,0.47,-0.54,0.0,0.25
462,tt0071615,0.0,0.0,-0.0,-0.04,-0.51,-1.21,0.0,2.29
463,tt0073341,1.44,0.0,0.0,2.08,3.63,0.31,-0.66,0.62
464,tt0075029,1.11,0.0,0.29,0.0,2.01,0.1,-0.18,0.52
465,tt0077405,1.49,0.0,0.0,2.07,1.98,0.57,0.0,6.05
466,tt0080455,1.68,0.0,3.85,16.49,2.51,0.61,0.0,0.42
467,tt0083866,0.62,1.07,0.83,3.81,0.0,0.99,2.09,3.25
468,tt0086197,1.85,0.0,3.41,2.14,0.59,0.0,0.87,2.16
469,tt0087553,-0.47,0.0,0.0,5.09,0.77,-4.37,0.0,0.85
470,tt0088847,1.35,0.0,2.92,1.97,0.14,0.0,-0.57,0.91
471,tt0091167,4.46,0.6,8.61,4.69,6.33,0.0,1.28,5.04
472,tt0094226,0.48,0.93,0.89,0.25,1.92,0.31,0.85,2.22
473,tt0097202,0.02,0.0,0.78,-1.02,0.23,-1.38,0.0,-2.55
474,tt0097216,0.35,0.0,0.32,2.25,0.68,-0.97,0.0,1.18
475,tt0097441,2.33,0.92,0.0,0.9,1.39,0.96,0.0,4.25
476,tt0097814,0.72,0.0,2.52,0.97,0.74,0.72,0.79,1.38
477,tt0097937,8.06,0.0,0.44,0.0,0.0,0.53,0.0,0.65
478,tt0099487,2.2,0.0,0.51,8.28,0.69,1.73,0.47,3.22
479,tt0104684,0.64,0.0,1.39,-0.25,1.56,1.2,-0.79,1.99
480,tt0106364,0.84,0.0,0.81,0.56,1.58,0.86,-0.72,1.45
481,tt0106519,2.87,0.0,0.94,3.16,0.64,0.3,0.61,2.06
482,tt0107653,0.51,0.0,1.1,0.0,-0.62,-0.89,-1.29,0.8
483,tt0107692,0.0,0.0,1.32,2.2,0.04,-1.05,-0.48,2.14
484,tt0107943,0.29,0.07,0.0,0.75,0.97,-1.74,-0.66,3.2
485,tt0108399,4.43,-0.3,2.16,4.1,3.93,2.01,0.96,0.79
486,tt0109707,1.36,1.35,5.15,2.22,2.43,0.38,0.57,2.67
487,tt0110729,2.51,0.0,0.0,-0.47,0.69,-0.71,1.19,0.98
488,tt0115751,1.98,0.0,0.86,2.69,0.0,0.82,1.62,4.92
489,tt0118749,2.56,0.0,3.68,3.06,1.55,0.01,1.02,3.31
490,tt0120363,2.1,0.0,5.12,1.7,3.27,0.0,1.64,0.47
491,tt0126029,0.86,0.0,21.16,1.14,4.13,-0.19,2.16,1.4
492,tt0140352,3.26,0.0,0.0,2.29,2.46,0.61,0.0,1.57
493,tt0156887,-1.6,0.0,-0.08,1.52,0.31,1.53,0.0,-0.41
494,tt0181875,1.62,0.88,1.68,4.47,1.69,0.0,0.84,3.4
495,tt0185125,0.48,0.0,0.0,-0.25,1.94,-0.61,2.15,1.78
496,tt0190332,-0.57,-0.15,0.0,0.66,2.77,0.77,2.42,2.05
497,tt0206634,0.9,0.0,-1.36,0.3,-1.98,-1.43,0.34,3.15
498,tt0247586,3.43,0.0,2.76,0.0,2.64,2.2,0.0,0.79
499,tt0258463,0.79,0.0,0.0,1.1,4.57,4.05,0.0,0.14
500,tt0275277,0.0,0.0,2.68,3.26,1.44,0.0,0.0,2.69
501,tt0299977,0.0,0.83,0.0,1.54,1.21,-1.18,0.0,3.29
502,tt0300140,0.84,0.0,0.0,0.19,0.0,-1.93,-2.02,-0.97
503,tt0304141,2.47,-0.62,-0.21,-0.04,0.81,-0.63,0.0,0.33
504,tt0332280,0.88,-0.93,-0.91,-0.34,-2.29,-1.88,3.84,0.96
505,tt0358273,1.56,0.0,0.85,5.48,0.75,-0.15,0.0,1.51
506,tt0365748,0.68,0.0,1.65,0.0,-0.52,-2.24,0.0,0.0
507,tt0371746,1.77,0.0,6.46,0.95,3.05,0.24,0.0,0.79
508,tt0372824,3.19,0.0,0.69,8.02,1.75,0.89,1.45,1.49
509,tt0379786,0.0,0.0,1.82,0.0,1.92,0.37,-0.27,1.25
510,tt0420332,6.4,0.0,0.0,4.24,2.51,-1.22,3.24,3.39
511,tt0425112,0.69,0.0,12.94,0.0,0.65,0.91,-0.03,-1.22
512,tt0454876,1.91,0.0,0.9,1.22,0.53,0.0,0.16,3.9
513,tt0460791,5.02,0.99,1.71,1.64,0.48,0.0,2.69,9.86
514,tt0485947,0.0,-0.58,-0.39,0.85,0.51,-0.05,1.5,4.09
515,tt0498380,0.57,0.0,0.0,2.36,2.01,-2.8,0.07,1.87
516,tt0756683,2.06,0.42,1.78,0.0,2.17,0.78,0.0,0.7
517,tt0780536,0.83,0.0,2.56,0.92,5.04,0.51,0.0,1.29
518,tt0903624,0.2,0.0,0.0,0.6,0.8,0.0,0.0,0.51
519,tt0907657,4.35,0.0,1.23,21.25,1.21,0.0,0.6,0.0
520,tt1032846,0.99,0.0,0.0,0.0,0.12,-2.64,0.71,0.64
521,tt1065073,3.59,0.0,-0.36,0.76,-0.62,0.0,0.92,-0.41
522,tt1093370,4.37,0.0,9.58,5.1,1.1,0.0,6.44,1.69
523,tt1125849,1.35,0.42,0.0,-0.59,-1.11,0.4,-0.18,0.29
524,tt1136608,0.0,0.0,0.0,1.25,0.72,0.0,0.0,0.18
525,tt1139797,-0.64,0.0,0.0,1.07,0.67,-2.52,-0.65,2.3
526,tt1182345,1.58,0.0,0.2,2.22,3.66,-0.15,0.0,-0.0
527,tt1190539,1.08,0.0,0.0,0.0,-0.5,0.6,-0.3,-0.77
528,tt1235166,0.44,0.0,0.0,-1.7,-1.31,0.0,0.0,-0.02
529,tt1398426,0.29,0.0,-0.63,-0.17,-0.67,0.0,0.0,0.0
530,tt1602620,0.61,0.0,0.0,-0.53,-0.03,1.73,0.14,0.63
531,tt1631867,0.0,0.0,3.73,0.0,2.77,1.97,0.0,0.92
532,tt1655442,1.12,0.0,0.0,1.98,1.46,0.0,0.8,2.62
533,tt2181931,1.78,0.0,0.27,1.33,1.08,0.0,1.15,0.94
534,tt2209418,1.11,0.0,0.69,0.6,1.67,0.0,1.67,-0.01
535,tt2543164,0.0,-0.89,1.28,3.15,0.66,0.48,0.54,2.76
536,tt2872718,1.82,0.0,0.81,1.08,3.4,0.75,0.0,-0.02
537,tt3501632,0.8,0.0,4.67,1.6,0.67,0.77,0.0,1.71
538,tt3553976,0.64,0.65,0.51,-0.04,0.54,-0.2,0.49,2.26
539,tt3606756,-0.15,0.0,4.93,0.0,0.49,0.0,0.13,0.31
540,tt4468740,1.57,0.0,2.71,0.85,0.86,0.0,1.76,1.76
541,tt4698684,3.22,0.0,13.36,0.39,1.88,0.0,2.07,4.01
542,tt5013056,-0.79,0.0,0.0,-2.15,0.59,0.0,0.73,0.38
543,tt5168192,0.49,0.0,0.99,-0.96,1.08,-3.02,-2.69,0.62
544,tt0013442,0.9,0.4,0.78,3.91,-0.66,-3.85,-0.8,1.86
545,tt0015648,0.0,0.0,0.71,0.0,-0.15,-0.83,0.0,0.37
546,tt0023969,0.0,0.48,7.79,2.76,0.02,-0.8,0.0,0.97
547,tt0026778,0.0,0.0,11.66,7.99,2.39,0.0,1.95,2.39
548,tt0029843,0.27,1.85,1.82,5.68,2.31,0.96,2.58,1.93
549,tt0029947,1.68,0.0,4.51,-1.32,-0.34,-0.18,0.0,0.62
550,tt0032138,0.0,0.73,1.37,4.43,0.7,-0.29,0.62,4.74
551,tt0032599,1.6,0.0,3.61,0.0,-0.06,0.0,0.18,0.29
552,tt0032904,3.36,0.0,3.51,0.0,4.23,0.0,7.08,0.0
553,tt0036613,5.19,0.0,9.72,0.0,3.19,0.09,0.0,1.19
554,tt0037382,1.89,0.0,0.76,2.19,3.11,0.0,0.89,2.56
555,tt0037884,-0.86,-0.93,-0.23,0.0,2.81,-0.85,0.82,1.19
556,tt0038355,0.94,0.0,0.8,0.35,3.44,0.6,-0.84,-0.13
557,tt0038787,0.13,0.0,0.0,-0.33,4.05,2.72,2.61,4.31
558,tt0040746,1.37,0.0,0.45,0.0,-0.24,-0.66,-0.14,-1.8
559,tt0042546,0.0,0.0,1.18,0.82,1.41,0.0,0.27,0.0
560,tt0044079,0.0,0.0,0.92,0.0,1.47,4.33,0.96,1.46
561,tt0044081,5.4,0.0,0.0,3.41,4.15,-0.48,0.0,2.0
562,tt0044706,0.64,-0.3,0.0,0.81,-0.92,0.83,0.0,0.97
563,tt0046359,0.43,0.0,-2.31,-0.24,3.83,-2.55,0.0,-0.16
564,tt0048028,2.41,0.0,0.0,0.0,0.0,0.83,0.36,0.75
565,tt0048424,1.13,-0.92,1.85,0.56,-0.92,-3.43,0.69,-0.75
566,tt0049406,1.45,0.0,0.0,0.0,3.96,1.19,-0.69,3.38
567,tt0049730,0.0,0.0,0.0,1.38,1.76,-0.54,0.0,4.57
568,tt0053221,0.37,0.0,0.08,0.69,1.83,0.0,1.38,1.73
569,tt0054997,2.59,0.0,0.0,0.0,0.58,1.4,0.0,2.04
570,tt0056218,1.9,0.0,0.0,-0.74,-0.63,6.01,-0.84,2.64
571,tt0056923,6.71,0.0,7.88,5.7,9.18,7.77,8.25,2.65
572,tt0058461,1.95,0.0,0.0,1.39,0.92,-0.37,0.37,0.94
573,tt0059113,-0.04,0.0,0.0,2.14,0.7,0.13,0.0,3.06
574,tt0059742,0.11,0.2,5.09,19.9,1.75,0.04,2.72,3.73
575,tt0061184,1.55,0.0,-0.46,0.0,0.53,-0.88,0.0,0.97
576,tt0061722,0.08,0.6,5.39,5.15,0.08,0.54,1.15,2.69
577,tt0061811,2.99,0.0,0.0,0.2,-0.77,-0.01,0.0,2.28
578,tt0063442,0.0,0.43,1.02,0.0,1.02,-0.22,0.0,1.79
579,tt0063522,0.0,-0.67,1.61,3.1,3.34,-6.36,0.0,1.51
580,tt0065214,2.02,0.0,0.0,1.73,0.11,-0.09,-0.44,-0.5
581,tt0066206,3.74,0.9,0.32,1.71,0.85,-1.74,0.92,1.7
582,tt0067093,0.9,0.83,0.97,21.51,1.77,0.0,0.0,3.39
583,tt0067185,0.92,0.0,3.26,2.32,1.67,-0.54,0.92,2.22
584,tt0068182,1.06,1.02,-0.66,0.91,0.95,-0.68,0.0,3.58
585,tt0069281,2.23,0.0,1.8,0.0,6.15,6.15,0.0,0.0
586,tt0070047,1.32,0.53,0.53,-0.61,1.52,-3.21,-0.53,-0.61
587,tt0070511,-0.31,-0.93,0.0,1.05,-0.93,-0.59,0.17,-0.78
588,tt0072431,1.55,0.0,11.07,0.54,1.53,-1.24,0.0,2.65
589,tt0072890,1.5,0.0,0.55,0.77,0.98,-1.61,-0.1,0.86
590,tt0073195,0.77,0.0,1.49,2.64,-0.21,-4.47,0.0,1.6
591,tt0074119,1.6,0.0,0.0,0.7,2.65,1.92,0.77,0.34
592,tt0075686,2.0,0.0,5.97,1.0,3.66,-1.61,4.84,1.86
593,tt0077402,0.44,0.9,2.83,3.68,0.41,-3.29,0.0,-0.18
594,tt0078841,0.43,0.0,5.75,-0.85,0.0,0.07,0.89,2.02
595,tt0079522,0.0,0.0,5.05,2.03,0.83,0.0,1.44,5.54
596,tt0080979,1.23,-0.46,0.78,-1.42,1.35,-0.96,0.0,2.75
597,tt0084503,0.62,0.0,0.84,7.35,0.36,0.0,0.0,3.18
598,tt0085334,1.19,0.0,0.05,0.27,1.55,1.36,0.0,1.18
599,tt0088247,1.2,0.0,0.62,1.36,3.76,1.5,-0.39,1.58
600,tt0088258,0.96,0.15,10.76,0.88,0.35,-0.7,0.0,-0.03
601,tt0088846,1.84,0.0,0.05,0.92,-0.36,-3.27,0.26,2.87
602,tt0092593,-0.23,0.0,0.0,0.0,-0.49,0.0,0.59,0.0
603,tt0095953,6.53,0.0,0.85,0.0,0.79,0.0,0.0,1.71
604,tt0097123,0.0,0.0,6.31,0.0,0.29,0.81,0.18,1.46
605,tt0099348,0.22,0.0,0.0,3.0,0.71,0.0,0.59,2.92
606,tt0101414,0.0,0.0,2.42,14.07,0.0,0.0,2.64,6.67
607,tt0102138,0.54,0.0,-0.57,0.0,0.36,-0.94,0.36,1.14
608,tt0103639,0.87,-0.27,11.01,16.31,2.71,0.0,3.63,2.49
609,tt0105323,3.44,0.0,0.78,0.0,1.89,0.0,0.0,1.94
610,tt0106469,-0.7,0.03,0.0,0.0,0.0,0.0,0.31,0.89
611,tt0107048,1.68,0.0,7.58,0.0,2.04,0.0,1.45,1.57
612,tt0107688,0.39,0.0,1.83,5.23,0.69,1.95,0.0,1.6
613,tt0108394,0.39,0.0,-0.42,3.25,0.37,0.0,0.0,1.84
614,tt0113568,0.0,0.4,1.43,1.54,2.71,0.12,0.0,3.28
615,tt0113824,0.0,0.0,0.0,0.81,1.0,0.0,0.93,1.06
616,tt0114746,0.02,0.38,0.83,0.0,4.45,2.06,-0.1,2.6
617,tt0117589,1.51,0.0,-0.3,2.12,2.09,-1.29,-0.27,3.49
618,tt0117666,5.29,0.0,1.75,0.65,1.88,0.05,0.87,1.21
619,tt0129167,0.42,0.0,3.48,3.29,0.86,0.83,0.0,3.4
620,tt0140888,1.21,0.0,0.0,3.04,0.0,0.85,1.85,5.2
621,tt0166896,1.17,0.0,0.0,1.19,1.24,-0.4,0.0,0.63
622,tt0166924,0.78,0.91,0.0,0.78,1.87,-0.51,0.0,1.87
623,tt0168629,0.3,0.0,0.76,15.64,0.49,0.01,0.34,1.63
624,tt0175880,0.72,0.0,1.04,2.44,1.73,0.51,0.87,0.92
625,tt0276919,2.43,-0.61,0.0,1.18,2.33,-0.67,-0.07,-0.08
626,tt0283509,0.0,0.0,-0.7,-0.05,0.1,-1.34,0.45,0.17
627,tt0287467,0.78,-0.08,0.84,0.76,2.3,0.0,2.5,2.47
628,tt0317705,0.54,0.0,3.03,1.15,1.81,0.0,0.55,2.71
629,tt0319061,0.0,0.0,2.71,-0.13,0.0,1.69,1.65,3.23
630,tt0325980,0.0,0.93,0.47,0.62,0.97,-0.34,-0.12,1.81
631,tt0327056,1.9,0.0,-0.2,-0.05,-1.61,-0.78,-2.04,-0.22
632,tt0347048,4.44,0.0,0.0,4.55,0.72,0.94,0.93,2.67
633,tt0347304,2.5,0.0,4.76,4.83,2.05,0.0,1.61,0.95
634,tt0352248,1.13,0.0,0.85,1.0,0.0,-0.33,-1.22,1.79
635,tt0369702,7.35,0.0,0.0,0.0,0.7,0.03,0.06,2.44
636,tt0376968,0.12,-0.75,0.0,0.82,0.0,-1.29,-0.67,3.15
637,tt0378194,0.38,0.0,0.33,1.52,0.3,-0.44,-1.22,0.0
638,tt0381061,1.52,0.77,1.75,0.15,1.2,2.86,-0.3,1.81
639,tt0382932,1.73,0.0,7.45,1.77,0.89,0.95,0.24,1.18
640,tt0384116,3.5,0.0,13.99,1.76,2.16,0.82,0.0,0.48
641,tt0401085,2.01,0.0,-0.1,3.54,2.19,0.84,-0.45,0.0
642,tt0401383,0.87,0.0,0.0,1.87,0.76,-1.53,-0.23,2.0
643,tt0401792,0.15,0.0,0.36,-0.1,1.17,-0.81,0.0,1.49
644,tt0440963,0.57,0.0,0.85,0.85,0.4,2.65,0.27,-0.08
645,tt0450259,0.69,0.0,0.0,-0.84,0.7,-1.95,0.21,2.66
646,tt0454921,0.66,0.0,0.88,0.86,-0.22,-0.47,5.11,0.0
647,tt0790636,7.64,0.0,0.08,-0.48,2.72,0.13,0.78,1.57
648,tt0796366,0.51,-1.36,1.6,0.0,0.44,-1.17,0.0,0.31
649,tt0947798,2.77,0.0,0.81,0.44,0.0,-1.77,-0.53,1.44
650,tt1010048,0.61,0.0,0.73,1.36,0.81,0.03,0.85,0.68
651,tt1185616,0.0,0.0,0.79,3.84,0.0,-0.74,0.0,-0.55
652,tt1188996,1.01,0.0,0.0,2.65,-0.43,0.59,0.4,0.77
653,tt1220719,0.68,0.0,0.0,0.0,0.0,-0.65,0.0,-0.15
654,tt1360860,1.97,0.0,1.0,2.22,3.06,1.29,0.99,4.93
655,tt1431045,-0.13,0.0,8.0,0.73,1.55,-0.13,0.25,-0.92
656,tt1504320,4.49,0.0,3.43,0.0,1.39,0.0,0.73,2.11
657,tt1659337,0.0,0.0,0.41,5.33,1.34,-0.54,-0.31,1.91
658,tt1663202,-0.75,0.0,0.74,0.61,0.08,-0.73,0.0,2.57
659,tt1798709,0.96,1.71,1.42,2.67,2.4,0.0,0.93,2.94
660,tt1856101,1.17,0.0,0.0,2.52,1.89,0.63,0.0,0.18
661,tt1877832,1.99,0.54,3.81,1.99,0.62,0.61,0.0,3.17
662,tt2084970,1.5,0.64,0.0,0.0,1.34,1.21,0.97,-0.59
663,tt2265171,1.55,0.0,0.51,0.0,0.13,-0.09,0.42,1.27
664,tt2370248,0.78,0.0,1.77,0.9,1.09,0.89,2.35,-0.2
665,tt2377938,3.17,0.0,-0.48,2.19,13.73,5.45,0.41,1.6
666,tt2488496,-2.19,0.0,1.11,0.0,0.39,0.0,0.0,0.0
667,tt2543472,2.19,0.76,0.82,0.92,1.71,0.0,3.43,0.0
668,tt2948356,0.0,0.0,3.77,0.91,1.99,0.0,0.3,0.0
669,tt3544112,1.67,0.0,4.33,25.89,1.28,0.0,0.78,2.03
670,tt3659388,0.88,0.0,2.46,0.67,2.34,0.61,0.72,0.0
671,tt3863552,0.47,0.0,1.68,1.28,5.72,0.0,3.67,0.0
672,tt4912910,1.85,0.0,0.0,-0.31,0.76,0.6,0.0,0.97
673,tt5104604,0.57,0.0,2.26,2.21,0.29,0.0,0.94,0.7
